"id","text"
3146,"So sad to hear the passing of the legend Jordan … Adam and the Antz manager and punk icon …. I only saw her last year at the MAID of ACE gig in Brighton and she was as PUNK as ever … fantastic Animal Rights lover and a true punk icon … punk has died a little more today ❤️✊🌱 https://t.co/gbzBjlZTav"
3147,"However:

""Reduction of excess meat (and dairy) consumption is amongst the most effective measures to mitigate GHG emissions, with a high potential for environment, health, food security, biodiversity, and animal welfare co-benefits.""

Very much yes also to this."
3148,"All of these idiots praising Musk &amp; screaming free speech - where do they want FS rights to stop? Are they ok w/ sex traffickers’ &amp; molesters’ free speech? Mass shooters? How abT animal abusers? Tesla employees? What is their line &amp; why draw any line? Free speech for all, right?"
3149,"Hello #fbnstar. I'm a self taught artist who began Morri-Arty in Lockdown 2020. I support and raise awareness for animal welfare. I'm creating an illustrated book to encourage people to adopt animals and spotlight unethical backyard breeders. #MHHSBD #animalrights #artwork https://t.co/OwvxkYPg82"
3150,"We've been delighted to fund the neutering of 50 dogs on Kivotos this year, and in addition have also recently funded the neutering of 50 cats, supporting the Animal Welfare Union Kivotos Alexandroupolis, headed by Paraschou Sophia. https://t.co/UAAkXJFwfN"
3151,"@CandyEmpires @SweetiePiegirl2 Nothing; I have everything I need; I would use some for retirement savings and the most for charitable contributions w/ an emphasis on animal rescue/rights orgs."
3152,"Mister Ed was the first nonhuman animal to be granted rights by a United Nations council on March 5th, 1961."
3153,"@ciwf @oxfordlitfest @philip_ciwf 'Eat food, mostly plants and not too much.' The best eight words we should remember always. Thank you as ever Joanna Lumley for your marathon crusading on animal welfare and for making us all laugh - a lot!"
3154,"@EricSidewater @ScepticalDoctor Since those ""fortifications"" usually follow daily RDAs, they are meaningless (IMHO) - Obviously I don't drink milk, I don't think that milk consumption is healthy unless it's my own mother's milk (it's been a while 😄), + the environmental/animal welfare problems"
3155,"@FiveGuys_ES It's appalling that @FiveGuys has lower animal welfare standards than Burger King and KFC! 😡 https://t.co/bKng7Ey4RV #FiveGuysFail"
3156,"@FiveGuys There's no excuse for @FiveGuys' awful #animal welfare standards! https://t.co/utlXCKDPLP"
3157,"Animal welfare is increasingly important to consumers. We're proud our standards for farms require animals to be treated ethically – ensuring biosecurity, and monitoring welfare indicators like behavior + water quality.
#SeafoodWithStandards

Learn more 👉 https://t.co/degYhxADee https://t.co/IVXPm0jF5X"
3158,"@SadhguruJV @JaneGoodallInst Best wishes on your birthday, Mam. We are forever grateful for your work towards animal welfare and ecology."
3159,"""Cultured meat can be a game changer for environment, food security, human health and animal welfare"" - what if we could grow it in #space? Thrilling project that combines 2️⃣ JEDI #GrandChallenges - artificial proteins and space! How can we help @esa?💥

https://t.co/amaHSjJk36 https://t.co/5Ef66B2X3C"
3160,"@cannonshell How do you know that they’re animal rights activists? Maybe they’re people that used to be fans but are disgusted by the sport? Who’s to say anything other than maybe they care? Maybe they’re right?"
3161,"@Islands808RAH Animal rights organizations are political activist fund-raising businesses. The idea that they are interested in trying to do anything but raise funds is wrong. Perhaps the simpletons that carry signs believe in their cause but giving them attention is the worst thing to do."
3162,"@dr1337 And we treat living creatures differently than machines. They have rights (animal rights)."
3163,"All animal rights lovers and activities are welcome to join the space. https://t.co/xUgEximHzP"
3164,"Presume the 7% (as at 4:23pm) are animal rights activists. https://t.co/oCvygEfPhr"
3165,"@FiveGuys Why are falling so behind your competitors in regards to animal welfare? It's time to step up and commit to a global #cagefree policy! #FiveGuysFail"
3166,"@JoanneCarmich15 @GL650_LynneG Always thought Chris was a bit of a cnut now it's confirmed. He should stick to animal welfare"
3167,"NOW: @GovernorVA gets ready to sign 5 new animal rights bills, known as the “Beagle Bills,” into law. @CBS6 Every lawmaker voted in favor of the bills. https://t.co/7mfq7ItiiK"
3168,"Governor Youngkin is now out talking about the laws that were passed for animal welfare. Cats and dogs are something everyone can agree on unlike the budget. https://t.co/pXS1OLKJw1"
3169,"@ChrisGPackham Chris, although I love the message that you are trying to spread, that jacket has down in it (as I am sure you are aware). How can you justify that cruelty when all you do is preach about animal welfare?"
3170,"@acgrayling Those free trade deals will only deliver cheaper food by accepting lower food standards, animal welfare standards, and environmental standards."
3171,"Do your part in stopping the illegal sale of puppies in Dorset by 'stopping and thinking':
✅ Animal welfare license check  👉https://t.co/diPE19ekQO
✅ Over 8 weeks old
✅ Vaccinations 
✅ With its mother
Find out more about buying and selling in Dorset 👉https://t.co/qaLD8bghoA https://t.co/J4Q8kQNBsb"
3172,"@RonakABPAsmita those who use cow for commercial use how they are symbol of cow animal rights?is cow enjoying this exploitation?those who stand for animal rights can only take stand against or favor not those with commercial interests"
3173,"Why did I have a dream that Tom Petty was the president of the United States in the 60s and passed the animal welfare act specifically"
3174,"@EEddyEdwards1 @CarnivoreIs @Rdavis67 @DMDent @AriaWillows @danceforthesky @SteakAndIron @GodSal1 @iraq_mawtini @yvonne_clem @sallepierrelamy @Philodices @drop_robert @NKernowVegan @MiaJame55497405 @Leebeeskee @TPoet1973 https://t.co/PnxIha3Kl0
No, mainly vegan / animal rights organization marking statistics. You should read your own stuff."
3175,"can the not black people be an animal rights activist somewhere else i didn’t fucking ask ?"
3176,"""Iowa's second 'ag-gag' law violates First Amendment, federal court rules""

https://t.co/ZlbSTWmZrc"
3177,"@faisalislam @milmolaman Faisal, forget the price of frigging Tim Tams and report the damage to British farmers who will have to compete against Australian farmers with lower animal welfare and environmental standards. https://t.co/Kdt4dfyKnS"
3178,"Ecuador Gives Legal Rights to Wild Animals https://t.co/ZhBaJ41aFJ"
3179,"[🌍 #OneWelfare]

🏆 Dr Jimmy Tickel, USA, is the Ceva &amp; @WorldVetAssoc Global Animal Welfare Award winner for North America.

🚨 Dr Tickel specialises in emergency response programs to look after animals in hazardous situations.
https://t.co/8zhtfhL39m"
3180,"@AJentleson Animal rights activists attack the most convenient targets.
Meanwhile, industrial ag is thinking, 'See what you get for trying to be better than us?'"
3181,"@NemoFlexi @ZuzuQueenOfMars @0hItsEmily @herbivore_club Like I said, these people always have to think they’re right. They’ll turn around and probably tell me PETA is an ethical animal rights org and forget about all of the dogs, cats, and other domesticated animals in their own shelters they kill:
https://t.co/4QFvQOcVee"
3182,"@BabsZazou @Cre8ve2 @BeingJWood Agreed. Boomers were also those Peace, love, stoners...lol
Anti-war protesters, stood with animal rights, women's rights, early BLM, human rights. I do not acknowledge the Boomer for my age."
3183,"@FiveGuysUK @Rob_A_Ives Even low-end fast food chains have higher animal welfare standards than @FiveGuys! https://t.co/4HjMyynH9A #FiveGuysFail"
3184,"@311 @FiveGuys @FiveGuys claims to care about quality, but it can't even keep up with Burger King's and KFC's animal welfare standards 😡 https://t.co/w1lbjIZOqF #FiveGuysFail"
3185,"It’s launch day 🥳 for my new animal news site Animal Journal, we’ll be covering stories across different species relating to Welfare, Health, Conservation &amp; Behaviour 😀 Please follow: @animaljournaluk &amp; check out the latest stories on our site: https://t.co/Sw7pdFCjIK

#Animals https://t.co/xAU9VyW1Fd"
3186,"Animal Welfare in Kashmir is in shambles!! 

Went to SMC shelter, Tengpora with an injured dog and was denied help. 
@kawfcares and @ark_foundation_ are helpless as they are being denied entry and usage of the shelter. Animals are dying and authorities is the culprit. 

Shame!!!"
3187,"@sexymchotsalot vegan+opinions I agree with, very cool.
I am just vegetarian but I can lowkey be very sjwish for animal rights"
3188,"Animal Rights Militia Threatens Force to Stop Badger Cull 

We would like to make DAERA and Edwin Poots aware that they are putting contractors lives at risk by offering them the job of culling badgers. Force WILL be met with force. 

Think carefully.
ARM Ireland–Ulster Brigade https://t.co/018AYK0gPd"
3189,"While this is an old article… it made realize how grateful I was that bears were not voting for trump🤣.             Animal rights group offers $5,000 reward for information on who put 'Trump 2020' sticker on a bear | CNN https://t.co/ZRfdiiBN6i"
3190,"""In America, the rights of nature sounds like a fringe idea, but people don't realize how mainstream it is around the world,"" Kristen Stilt, an expert in animal law @AnimalLawHLS @Harvard_Law Ecuador ruling states that wild animals possess rights to ""exist, flourish, &amp; evolve"""
3191,"@SlaggitySlag @greg_badalian That doesn’t mean we should only get animal rights. We are also humans, with human rights."
3192,"@OliverYJBswans @christiancalgie Because I don't want to eat factory farmed meat that has been injected with steroids and antibiotics. I prefer to eat meat from farms with very high animal welfare standards and an emphasis on quality. You don't get meat like this from supermarkets."
3193,"@rach60321756 @FeministRoar Now people who show their « womanly » willy in public toilets are self-identified as suffragettes...(eye-rolling)They are as useful for women's rights as a slaughterhouse is for animal rights."
3194,"#Lameness is a constant challenge to the dairy industry, causing pain, discomfort, and reduced fertility. 🐄
#Deosan’s award-winning HH+ footbath has been designed to boost hoof hardness and increase animal welfare. 
#teamdairy #dairyhygiene #footbath

https://t.co/n1EoGWf3EI"
3195,"📢 NEW REPORT
We have published our report on the Welsh Government’s Supplementary Legislative Consent Memorandum (Memorandum No. 2) on the Animal Welfare (Kept Animals) Bill.
📄 Read here: https://t.co/aDnlS9zOwx https://t.co/5TYxnNbCC7"
3196,"@banbloodsports She needs to convince members of her own party first. Training for hunters, funding #IGB  #HorseRacingIreland Support for #HareCoursing. They have disappointed so many of those who voted for them because of their ""promises"" surrounding animal welfare. Never again"
